"","Model","Price","Manufacturer","Year","Count"
"2634","Nv 3500 Hd Sv Passenger",13900,"Nissan",2015,1
"2635","Nv Cargo",14985.5238095238,"Nissan",2012,21
"2636","Nv Cargo 1500 S",1950,"Nissan",2017,1
"2637","Nv Cargo 2500 Hd",13995,"Nissan",2013,1
"2638","Nv Cargo 2500 Hd S",15656.6666666667,"Nissan",2015,6
"2639","Nv Passenger",19556.3333333333,"Nissan",2013,3
"2640","Nv Passenger 3500 Hd S -",23450,"Nissan",2015,12
"2641","Nv Sv 200",20000,"Nissan",2018,1
"2642","Nv Sv 3500 Cargo Van",16999,"Nissan",2014,1
"2643","Nv1500",17861,"Nissan",2017,3
"2644","Nv1500 Cargo",16249.4864864865,"Nissan",2015,37
"2645","Nv1500 Cargo Van",14500,"Nissan",2016,1
"2646","Nv200",15192.537037037,"Nissan",2016,54
"2647","Nv200 Cargo Van",17649.875,"Nissan",2018,8
"2648","Nv200 Compact Cargo",14806.8,"Nissan",2017,10
"2649","Nv200 Compact Cargo S",16791,"Nissan",2019,1
"2650","Nv200 Compact Cargo Van",12995,"Nissan",2017,1
"2651","Nv200 S",16494.5,"Nissan",2015,4
"2652","Nv200 S Cargo Van",21933,"Nissan",2020,2
"2653","Nv200 Sv",14495.8181818182,"Nissan",2016,11
"2654","Nv200 Sv Cargo",16900,"Nissan",2019,1
"2655","Nv200 Sv Cargo Van",12474.5,"Nissan",2016,2
"2656","Nv200 Sv Compact Cargo",12995,"Nissan",2017,2
"2657","Nv200 Sv Van 4d",19590,"Nissan",2018,1
"2658","Nv2500",16754.0833333333,"Nissan",2014,12
"2659","Nv2500 Cargo",23695,"Nissan",2019,4
"2660","Nv2500 Cargo Van",15777,"Nissan",2012,1
"2661","Nv2500 Hd",16631.5,"Nissan",2012,10
"2662","Nv2500 Hd Cargo",14423.5714285714,"Nissan",2016,7
"2663","Nv2500 High Roof",18990,"Nissan",2013,3
"2664","Nv2500/3500 V8",16900,"Nissan",2013,1
"2665","Nv2500hd",21165,"Nissan",2018,6
"2666","Nv3500",21600,"Nissan",2013,1
"2667","Nv3500 Hd Cargo",16493.8571428571,"Nissan",2015,7
"2668","Nv3500 Van S Cargo",10950,"Nissan",2015,1
"2669","Nx",27284.9375,"Lexus",2015,16
"2670","Nx 200",19648.5,"Lexus",2015,2
"2671","Nx 2000",4000,"Nissan",1993,1
"2672","Nx 200t",24641.3529411765,"Lexus",2017,17
"2673","Nx 200t Awd",25499,"Lexus",2017,1
"2674","Nx 200t Awd 4dr",21995,"Lexus",2015,2
"2675","Nx 200t F-Sport",23000,"Lexus",2017,1
"2676","Nx 200t F Sport",27936.25,"Lexus",2016,4
"2677","Nx 200t F Sport Suv 4d",7588.66666666667,"Lexus",2016,3
"2678","Nx 200t Sport Utility 4d",436.5,"Lexus",2017,2
"2679","Nx 300",33270.4117647059,"Lexus",2018,17
"2680","Nx 300 Awd Blind Spot Mon",435,"Lexus",2018,1
"2681","Nx 300 F Sport",33500,"Lexus",2018,2
"2682","Nx Turbo",27318.75,"Lexus",2017,4
"2683","Nx2000",2000,"Nissan",1991,1
"2684","Nx200t",20945,"Lexus",2017,2
"2685","Nx300",15484,"Lexus",2019,2
"2686","Nx300 Awd Gas Suv Auto",34999,"Lexus",2019,4
"2687","Oddessy",4500,"Honda",2009,1
"2688","Oddysey",3673.75,"Honda",2011,4
"2689","Oddysey Ex",4366.66666666667,"Honda",2008,3
"2690","Oddysey Ex-L",4500,"Honda",2008,1
"2691","Oddysey Touring",3500,"Honda",2005,1
"2692","Odessey",3595,"Honda",2009,1
"2693","Odessey Ex",9400,"Honda",2012,2
"2694","Odessey Exl",5200,"Honda",2007,1
"2695","Odessy",3000,"Honda",2006,1
"2696","Odessy Van",3800,"Honda",2005,1
"2697","Odyessy",3400,"Honda",2007,1
"2698","Odysee",3981,"Honda",2006,1
"2699","Odyssel Ex",5900,"Honda",2006,1
"2700","Odyssey",10331.6302916275,"Honda",2018,1063
"2701","Odyssey 2003",1700,"Honda",2003,1
"2702","Odyssey 5dr Ex-L",9339,"Honda",2008,5
"2703","Odyssey 5dr Touring",12550,"Honda",2012,1
"2704","Odyssey 5dr Touring At",6490,"Honda",2006,1
"2705","Odyssey Elite",35295,"Honda",2018,1
"2706","Odyssey Ex",6403.33333333333,"Honda",2012,120
"2707","Odyssey Ex-L",9867.27835051546,"Honda",2008,194
"2708","Odyssey Ex-L- Navi-Camra",14995,"Honda",2012,1
"2709","Odyssey Ex-L Automatic",16994,"Honda",2016,2
"2710","Odyssey Ex-L Dvd",12900,"Honda",2014,1
"2711","Odyssey Ex-L Extended",8881,"Honda",2007,1
"2712","Odyssey Ex-L Minivan 4d",20378.2352941176,"Honda",2014,17
"2713","Odyssey Ex-L W/ Dvd",8554.28571428571,"Honda",2009,14
"2714","Odyssey Ex-L W/ Dvd 5-Speed Automatic",3400,"Honda",2006,1
"2715","Odyssey Ex-L W/ Dvd/Nav",7200,"Honda",2007,1
"2716","Odyssey Ex-L W/Dvd",11983.4545454545,"Honda",2010,11
"2717","Odyssey Ex-L W/Dvd W/Navi",12930,"Honda",2007,3
"2718","Odyssey Ex-L W/Navi/Res Auto",53999,"Honda",2019,2
"2719","Odyssey Ex-L Wheelchair H",34900,"Honda",2012,7
"2720","Odyssey Ex-L Wheelchair Van",44495,"Honda",2020,2
"2721","Odyssey Ex 5dr",19995,"Honda",2016,1
"2722","Odyssey Ex L",9999,"Honda",2011,1
"2723","Odyssey Ex Minivan 4d",21070,"Honda",2018,5
"2724","Odyssey Ex Mobility",23995,"Honda",2016,1
"2725","Odyssey Ex Sport",5200,"Honda",2007,2
"2726","Odyssey Ex Van",3100,"Honda",1999,1
"2727","Odyssey Ex W/Dvd",8999,"Honda",2010,2
"2728","Odyssey Ex Wheelchair Van",58350,"Honda",2020,1
"2729","Odyssey Exl",7905.77027027027,"Honda",2009,74
"2730","Odyssey Exl Fwd Gas Auto",31999,"Honda",2017,11
"2731","Odyssey Limited",1700,"Honda",2013,1
"2732","Odyssey Lx",7840.97435897436,"Honda",2000,39
"2733","Odyssey Lx Auto W/ 1 Owner Automatic",25700,"Honda",2019,1
"2734","Odyssey Lx Minivan 4d",20323.3333333333,"Honda",2016,6
"2735","Odyssey Minivan",3250,"Honda",2004,1
"2736","Odyssey Se",14112.6,"Honda",2016,5
"2737","Odyssey Se W/Dvd",16990,"Honda",2016,1
"2738","Odyssey Touring",9953.98275862069,"Honda",2009,58
"2739","Odyssey Touring Edition",15000,"Honda",2013,1
"2740","Odyssey Touring Elite",16319,"Honda",2011,19
"2741","Odyssey With Leather Ex-L",26981,"Honda",2017,3
"2742","Odyssey Xxl",10249.5,"Honda",2011,2
"2743","Odyssey,Touring",9999,"Honda",2010,2
"2744","Odyssey2014",20900,"Honda",2014,1
"2745","Other",17599,"Chevrolet",1964,5
"2746","Ouback",2800,"Subaru",2002,1
"2747","Oulander Sport",12900,"Mitsubishi",2016,1
"2748","Outback",12032.9627434378,"Subaru",2009,1181
"2749","Outback (Natl)",7995,"Subaru",2008,4
"2750","Outback (New York/New",8000,"Subaru",2008,1
"2751","Outback 2.5",7700,"Subaru",2008,1
"2752","Outback 2.5 Limited",8925,"Subaru",2011,2
"2753","Outback 2.5 Limited Awd",10900,"Subaru",2013,1
"2754","Outback 2.5 Premium Awd",7800,"Subaru",2011,1
"2755","Outback 2.5 Xt Limited",6995,"Subaru",2006,1
"2756","Outback 2.5 Xt Wagon 4d",10495,"Subaru",2005,2
"2757","Outback 2.5i",15479.5319148936,"Subaru",2007,47
"2758","Outback 2.5i 4-Speed Automatic",4495,"Subaru",2009,2
"2759","Outback 2.5i Awd",7346.25,"Subaru",2014,4
"2760","Outback 2.5i Awd 4dr",7950,"Subaru",2006,1
"2761","Outback 2.5i Basic",8999,"Subaru",2007,1
"2762","Outback 2.5i Cvt",17400,"Subaru",2016,5
"2763","Outback 2.5i L.l.bean Edition",5500,"Subaru",2008,1
"2764","Outback 2.5i Limited",12278.4533333333,"Subaru",2015,75
"2765","Outback 2.5i Limited Awd",14750.8,"Subaru",2011,15
"2766","Outback 2.5i Limited Wagon 4d",10495,"Subaru",2008,2
"2767","Outback 2.5i Limited, Aw",21500,"Subaru",2018,1
"2768","Outback 2.5i Premium",13235.9848484848,"Subaru",2017,66
"2769","Outback 2.5i Premium 6 Speed Manual",8977,"Subaru",2011,1
"2770","Outback 2.5i Premium Awd",12430.3636363636,"Subaru",2015,22
"2771","Outback 2.5i Premium, 11",12000,"Subaru",2013,1
"2772","Outback 2.5i Premium, Le",22450,"Subaru",2019,1
"2773","Outback 2.5i Special Edit",6709.5,"Subaru",2009,2
"2774","Outback 2.5i Touring",22164.5,"Subaru",2017,4
"2775","Outback 2.5i Wagon 4d",11900.8888888889,"Subaru",2016,9
"2776","Outback 2.5i. Headgasket",8900,"Subaru",2008,1
"2777","Outback 2.5xt Limited",8165,"Subaru",2006,3
"2778","Outback 3.6r",13625.5,"Subaru",2017,4
"2779","Outback 3.6r Limited",17709.6111111111,"Subaru",2017,18
"2780","Outback 3.6r Limited Awd",16500,"Subaru",2016,1
"2781","Outback 3.6r Limited. Aw",26450,"Subaru",2018,1
"2782","Outback 3.6r Limited. Fu",27450,"Subaru",2018,1
"2783","Outback 3.6r Premium Awd",8050,"Subaru",2011,2
"2784","Outback 3.6r Touring",32997.5,"Subaru",2018,2
"2785","Outback 3.6r Touring Awd",25643,"Subaru",2017,1
"2786","Outback All Wheel Drive",3995,"Subaru",2003,2
"2787","Outback Awd",21419.9,"Subaru",2010,10
"2788","Outback Awd 2.5i",14900,"Subaru",2014,1
"2789","Outback Awd 2.5i Limited",18000,"Subaru",2016,1
"2790","Outback Awd Limited",3995,"Subaru",2003,3
"2791","Outback Awd Limited Wagon",6300,"Subaru",2007,1
"2792","Outback Awd Wagon",18995,"Subaru",2018,2
"2793","Outback Base Awd",5488,"Subaru",2008,1
"2794","Outback H6-3.0",2995,"Subaru",2003,1
"2795","Outback H6 3.0",3200,"Subaru",2004,1
"2796","Outback H6 3.0r",6495,"Subaru",2006,1
"2797","Outback L.l. Bean Edition",1995,"Subaru",2001,3
"2798","Outback Legacy",500,"Subaru",2000,1
"2799","Outback Limited",18395.3020833333,"Subaru",2018,96
"2800","Outback Limited 3.6r",31497.5,"Subaru",2019,2
"2801","Outback Limited Automatic",4649.5,"Subaru",2006,2
"2802","Outback Limited Awd",7659.16666666667,"Subaru",2008,6
"2803","Outback Limited Awd Gas",33749,"Subaru",2020,8
"2804","Outback Limited H6",16995,"Subaru",2012,1
"2805","Outback Limited Wagon",3495,"Subaru",2003,1
"2806","Outback Ll Bean",4198.75,"Subaru",2006,4
"2807","Outback Ll Bean Edition",5373.75,"Subaru",2005,4
"2808","Outback Llbean Edition",8498,"Subaru",2008,1
"2809","Outback Ltd",3900,"Subaru",2006,2
"2810","Outback Ltd Pwr Moon",8999,"Subaru",2010,2
"2811","Outback Outback",11500,"Subaru",2017,1
"2812","Outback Prem All-Weather/",8991,"Subaru",2010,1
"2813","Outback Premium",17555.9142857143,"Subaru",2018,35
"2814","Outback Premium 2.5i",7990,"Subaru",2013,1
"2815","Outback Premium 4d Wagon",6900,"Subaru",2013,1
"2816","Outback Premium Automatic",26961,"Subaru",2018,1
"2817","Outback Premium Awd",16312.4285714286,"Subaru",2018,7
"2818","Outback Premium Awd Gas",11373,"Subaru",2011,4
"2819","Outback Premium Plus",25980,"Subaru",2017,5
"2820","Outback R L.l.bean",7499,"Subaru",2005,1
"2821","Outback Sport",1100,"Subaru",2007,1
"2822","Outback Sport Wrx",5500,"Subaru",2004,1
"2823","Outback Touring",31500,"Subaru",2019,1
"2824","Outback Vdc",2500,"Subaru",2002,1
"2825","Outback Wagon",4966.11111111111,"Subaru",2003,9
"2826","Outback Wagon 5spd New Timing Belt Good Head Gaskets",4700,"Subaru",2008,1
"2827","Outback Wagon Limited Leather New Head Gaskets & Timing Belt",5700,"Subaru",2008,1
"2828","Outback Wagon Ll Bean",5495,"Subaru",2006,2
"2829","Outback Wagon.",13750,"Subaru",2014,4
"2830","Outback Xt",6500,"Subaru",2005,2
"2831","Outback Xt Limited",3750,"Subaru",2007,2
"2832","Outback.",12995,"Subaru",2015,1
"2833","Outlander",12717.4230769231,"Mitsubishi",2020,182
"2834","Outlander 2wd 4dr Se",11395,"Mitsubishi",2016,2
"2835","Outlander 4x4",4950,"Mitsubishi",2003,1
"2836","Outlander Es",28103.027027027,"Mitsubishi",2020,37
"2837","Outlander Es Sport",18250,"Mitsubishi",2016,10
"2838","Outlander Gt",8841.5,"Mitsubishi",2015,6
"2839","Outlander Gt S-Awc",22595,"Mitsubishi",2018,3
"2840","Outlander Le",19941,"Mitsubishi",2018,1
"2841","Outlander Le 4x4 Gas",21999,"Mitsubishi",2019,6
"2842","Outlander Le Sport",20990,"Mitsubishi",2019,2
"2843","Outlander Ls",4300,"Mitsubishi",2007,1
"2844","Outlander Phev",25198.1,"Mitsubishi",2020,10
"2845","Outlander Phev Gt",26990,"Mitsubishi",2018,1
"2846","Outlander Phev Sel",24593.3333333333,"Mitsubishi",2019,3
"2847","Outlander Se",17510.75,"Mitsubishi",2020,24
"2848","Outlander Se 4x4 Gas",20087.9090909091,"Mitsubishi",2019,22
"2849","Outlander Se Awd Gas",19995,"Mitsubishi",2019,1
"2850","Outlander Se Fwd",14570,"Mitsubishi",2017,4
"2851","Outlander Se S-Awc",257,"Mitsubishi",2019,1
"2852","Outlander Se Sport",17811.0526315789,"Mitsubishi",2016,19
"2853","Outlander Sel",20062,"Mitsubishi",2016,5
"2854","Outlander Sel Loaded",13500,"Mitsubishi",2016,1
"2855","Outlander Sel Sport",19016.4285714286,"Mitsubishi",2019,7
"2856","Outlander Sp",36999,"Mitsubishi",2020,5
"2857","Outlander Sport",12723.5039370079,"Mitsubishi",2020,127
"2858","Outlander Sport 2.0",23228.5,"Mitsubishi",2020,2
"2859","Outlander Sport 2.4 Se",15999,"Mitsubishi",2018,1
"2860","Outlander Sport 2wd 4dr Cvt 2.0 Es",10395,"Mitsubishi",2016,3
"2861","Outlander Sport 2wd 4dr Cvt Es",9745,"Mitsubishi",2015,4
"2862","Outlander Sport 2wd 4dr Cvt Se",10995,"Mitsubishi",2015,1
"2863","Outlander Sport 4wd",13123,"Mitsubishi",2019,4
"2864","Outlander Sport Es",16540.3421052632,"Mitsubishi",2019,38
"2865","Outlander Sport Es 2.0 Cvt",13961.6666666667,"Mitsubishi",2018,6
"2866","Outlander Sport Gt",15990,"Mitsubishi",2015,1
"2867","Outlander Sport Le",13392.2,"Mitsubishi",2018,5
"2868","Outlander Sport Le 2.0 Cvt",12995,"Mitsubishi",2017,1
"2869","Outlander Sport Se",16430.9259259259,"Mitsubishi",2020,27
"2870","Outlander Sport Se 2.4 Awc Cvt",17494,"Mitsubishi",2018,1
"2871","Outlander Sport Se 2.4 Cvt",16395,"Mitsubishi",2017,1
"2872","Outlander Sport Sel",16058.3333333333,"Mitsubishi",2017,3
"2873","Outlander Xls",3727,"Mitsubishi",2004,7
"2874","Pajero",10895,"Mitsubishi",1995,2
"2875","Pajero Wide Turbo Diesel",10999,"Mitsubishi",1989,1
"2876","Passport",27899.75,"Honda",1998,12
"2877","Passport Awd Touring",35900,"Honda",2019,1
"2878","Passport Ex",2600,"Honda",1998,1
"2879","Passport Ex-L",33991,"Honda",2019,1
"2880","Patfinder Se",10975,"Nissan",2010,1
"2881","Pathfider Le",4350,"Nissan",2000,1
"2882","Pathfider Sl",22770,"Nissan",2017,1
"2883","Pathfinder",13885.1206896552,"Nissan",2015,522
"2884","Pathfinder 2013",9600,"Nissan",2013,1
"2885","Pathfinder 2wd 4dr Sv",12997,"Nissan",2015,2
"2886","Pathfinder 3rd Row 4wd S",16988,"Nissan",2015,8
"2887","Pathfinder 4 Wd",2500,"Nissan",1999,1
"2888","Pathfinder 4wd",13995,"Nissan",2013,1
"2889","Pathfinder 4wd 4dr Platinum",13494,"Nissan",2014,2
"2890","Pathfinder 4wd 4dr Sv",12990,"Nissan",2014,1
"2891","Pathfinder 4x4",6426.55555555556,"Nissan",2004,9
"2892","Pathfinder 4x4 Sl",28593,"Nissan",2019,1
"2893","Pathfinder Armada",5000,"Nissan",2004,3
"2894","Pathfinder Armada Le",7998,"Nissan",2004,1
"2895","Pathfinder Fwd Sv",23500,"Nissan",2019,1
"2896","Pathfinder Le",5442.85,"Nissan",2001,40
"2897","Pathfinder Le 4wd",4650,"Nissan",1995,4
"2898","Pathfinder Le 4wd #154",2795,"Nissan",2001,1
"2899","Pathfinder Le 4x4",5453.33333333333,"Nissan",2010,3
"2900","Pathfinder Platinum",15673.0833333333,"Nissan",2013,12
"2901","Pathfinder Platinum 4x4",15995,"Nissan",2015,1
"2902","Pathfinder Platinum Sport",24900,"Nissan",2017,2
"2903","Pathfinder S",11092.25,"Nissan",2013,12
"2904","Pathfinder S 4wd",6900,"Nissan",2008,1
"2905","Pathfinder S 4x4",9150,"Nissan",2011,2
"2906","Pathfinder S Sport",19925,"Nissan",2015,30
"2907","Pathfinder Se",4992.84210526316,"Nissan",2010,38
"2908","Pathfinder Se 4wd",4795,"Nissan",2006,1
"2909","Pathfinder Se 4x4",5037.5,"Nissan",2003,4
"2910","Pathfinder Se Awd",6595,"Nissan",2007,1
"2911","Pathfinder Silver Edition",11040,"Nissan",2011,2
"2912","Pathfinder Sl",17478.4444444444,"Nissan",2016,45
"2913","Pathfinder Sl-4x4-Navi-Ca",10995,"Nissan",2014,1
"2914","Pathfinder Sl 4wd",24239.375,"Nissan",2017,8
"2915","Pathfinder Sl 4x4 Gas Suv",28899,"Nissan",2019,15
"2916","Pathfinder Sl Awd",26800,"Nissan",2019,1
"2917","Pathfinder Sl Sport",19731,"Nissan",2014,10
"2918","Pathfinder Sv",16223.22,"Nissan",2013,50
"2919","Pathfinder Sv 4wd",10265,"Nissan",2019,5
"2920","Pathfinder Sv 4x4",11111.25,"Nissan",2013,8
"2921","Pathfinder Sv 4x4 Gas Suv",25999,"Nissan",2019,2
"2922","Pathfinder Sv Awd",22129.2857142857,"Nissan",2015,7
"2923","Pathfinder Sv Midnight",22495,"Nissan",2018,1
"2924","Pathfinder Sv Rwd Gas Suv",10999,"Nissan",2011,1
"2925","Pathfinder Sv Sport",20489.0476190476,"Nissan",2018,42
"2926","Pathfinder Xe",1870.5,"Nissan",1988,2
"2927","Pathfindersl,6pax,V6,3.5l",9900,"Nissan",2014,1
"2928","Pathfindet",16800,"Nissan",2015,1
"2929","Pathfunder Armada",3950,"Nissan",2004,1
"2930","Patrol Safari",20000,"Nissan",1987,1
"2931","Pick-Up",5616.66666666667,"Toyota",1994,3
"2932","Pick 4x4 Extra Cab",12000,"Toyota",1987,1
"2933","Pick Up",3000,"Toyota",1991,2
"2934","Pick Up Diesel",6500,"Toyota",1983,4
"2935","Pickup",6125.69444444444,"Nissan",1997,36
"2936","Pickup 4x4",5775,"Toyota",1988,4
"2937","Pickup 4x4 Turbo",12000,"Toyota",1986,1
"2938","Pickup Sr5 2wd 22re",3200,"Toyota",1989,1
"2939","Pickup Sr5 4wd",8000,"Toyota",1994,1
"2940","Pickup Sr5 4x4",6949.5,"Toyota",1994,2
"2941","Pickup Sr5 V6",19999,"Toyota",1993,1
"2942","Pickup Truck",6290,"Toyota",1983,5
"2943","Pilot",12180.9303178484,"Honda",2006,818
"2944","Pilot 2005",4700,"Honda",2005,1
"2945","Pilot 2006",3900,"Honda",2006,1
"2946","Pilot 2019",21000,"Honda",2019,1
"2947","Pilot 4wd 4dr Touring W/Res & Navi",12987,"Honda",2009,1
"2948","Pilot 4wd Ex",3999,"Honda",2003,1
"2949","Pilot 4wd Ex-L Res",11900,"Honda",2010,1
"2950","Pilot 4wd Touring",18156,"Honda",2015,5
"2951","Pilot 4x4 Touring",24900,"Honda",2013,1
"2952","Pilot 5dr 4wdexlr",4999,"Honda",2006,1
"2953","Pilot Awd",4647.5,"Honda",2005,2
"2954","Pilot Awd Elite",19257.5,"Honda",2017,2
"2955","Pilot Awd Ex-L",21695,"Honda",2016,1
"2956","Pilot Awd Touring",31997,"Honda",2017,1
"2957","Pilot Elite",32458.3333333333,"Honda",2016,6
"2958","Pilot Elite Sport Utility",27990,"Honda",2016,1
"2959","Pilot Ex",9202.81034482759,"Honda",2011,58
"2960","Pilot Ex-L",10419.5185185185,"Honda",2010,135
"2961","Pilot Ex-L 1 Owner",30000,"Honda",2018,1
"2962","Pilot Ex-L 2wd",7287,"Honda",2006,1
"2963","Pilot Ex-L 4dr Ex-L",4995,"Honda",2003,1
"2964","Pilot Ex-L 4wd",9729.60606060606,"Honda",2011,33
"2965","Pilot Ex-L 4x4",27994,"Honda",2018,1
"2966","Pilot Ex-L Automatic",11999,"Honda",2011,1
"2967","Pilot Ex-L Awd",16457.5714285714,"Honda",2016,7
"2968","Pilot Ex-L Awd Loaded",39980,"Honda",2019,3
"2969","Pilot Ex-L Awd W/Navi",6995,"Honda",2008,1
"2970","Pilot Ex-L Black ,",9900,"Honda",2011,1
"2971","Pilot Ex-L Dvd",8247.5,"Honda",2011,2
"2972","Pilot Ex-L Sport Utility",20220,"Honda",2012,20
"2973","Pilot Ex-L W/ Navi",14500,"Honda",2015,1
"2974","Pilot Ex-L W/Dvd",11995,"Honda",2011,1
"2975","Pilot Ex-L W/Honda Sensing",24990,"Honda",2017,1
"2976","Pilot Ex-L W/Navi",15650,"Honda",2011,3
"2977","Pilot Ex-L W/Navigation",21950,"Honda",2017,1
"2978","Pilot Ex-L W/Sunroof,",27000,"Honda",2017,1
"2979","Pilot Ex-L Wheelchair Han",45900,"Honda",2018,4
"2980","Pilot Ex-L, Amazing Shape",7500,"Honda",2005,1
"2981","Pilot Ex-Ln",20995,"Honda",2016,1
"2982","Pilot Ex 4dr Suv",13995,"Honda",2012,4
"2983","Pilot Ex 4wd",8584,"Honda",2005,18
"2984","Pilot Ex 4wd 4dr Suv",5500,"Honda",2003,1
"2985","Pilot Ex 4wd W/ Leather",6950,"Honda",2006,2
"2986","Pilot Ex Awd",16242,"Honda",2011,2
"2987","Pilot Ex Awd Gas Suv Auto",34299,"Honda",2019,10
"2988","Pilot Ex Fwd",9858.25,"Honda",2009,4
"2989","Pilot Ex L",5450,"Honda",2008,3
"2990","Pilot Ex L 4x4 4dr Suv",16995,"Honda",2014,4
"2991","Pilot Ex Sport Utility 4d",20732,"Honda",2016,5
"2992","Pilot Ex W/ Leather #104",3995,"Honda",2005,1
"2993","Pilot Ex W/ Leather And D",3995,"Honda",2005,1
"2994","Pilot Exl",9298.1,"Honda",2018,20
"2995","Pilot Exl 2 Wheel Drive",14000,"Honda",2011,1
"2996","Pilot Exl 4wd",8759,"Honda",2007,5
"2997","Pilot Exl 4wd Ex-L",31000,"Honda",2017,1
"2998","Pilot Exl 7pas 4x4",4994,"Honda",2005,1
"2999","Pilot Exl Awd",8850,"Honda",2004,2
"3000","Pilot Exl Awd Ex-L",31000,"Honda",2017,1
"3001","Pilot Lx",13174.6923076923,"Honda",2012,26
"3002","Pilot Lx 4x4",6500,"Honda",2011,1
"3003","Pilot Lx Awd",9700,"Honda",2011,2
"3004","Pilot Rtl",3500,"Honda",2006,1
"3005","Pilot Se",7995,"Honda",2008,1
"3006","Pilot Touring",13361.95,"Honda",2012,20
"3007","Pilot Touring 4wd",10997,"Honda",2009,2
"3008","Pilot Touring 4x4 Gas Suv",13999,"Honda",2011,2
"3009","Pilot Touring Awd",14206.25,"Honda",2018,8
"3010","Pilot Touring Fwd Gas Suv",26999,"Honda",2016,3
"3011","Pilot Touring Sport",24190,"Honda",2015,9
"3012","Pilot Touring Sport Utili",257,"Honda",2011,1
"3013","Pilot Touring W/Navi W/Dvd",18500,"Honda",2014,1
"3014","Pilot Touring W/Navigation",23000,"Honda",2016,1
"3015","Pilot Vp",4999,"Honda",2008,1
"3016","Pilotbex 4wd",7450,"Honda",2007,1
"3017","Pilotexl",3900,"Honda",2005,1
"3018","Piolt",8500,"Honda",2007,2
"3019","Pirus",6900,"Toyota",2011,1
"3020","Pirus Hybrid",7995,"Toyota",2014,1
"3021","Platinum",19600,"Nissan",2015,1
"3022","Prelude",4897.72727272727,"Honda",2001,11
"3023","Prelude 2.0",3200,"Honda",1989,1
"3024","Prelude Sh",5500,"Honda",1999,2
"3025","Prelude Si",6447.5,"Honda",1996,2
"3026","Previa",3900,"Toyota",1991,5
"3027","Previa Le All Trac",2995,"Toyota",1994,1
"3028","Priuc Iii",7999,"Toyota",2012,1
"3029","Prius",8537.18108651911,"Toyota",2013,994
"3030","Prius 1 Persona",13900,"Toyota",2015,1
"3031","Prius 11",7995,"Toyota",2011,1
"3032","Prius 2",8581,"Toyota",2013,6
"3033","Prius 2/2011",6950,"Toyota",2011,1
"3034","Prius 2010",7500,"Toyota",2010,1
"3035","Prius 3",15497.5,"Toyota",2014,2
"3036","Prius 3 Hybrid",10995,"Toyota",2014,1
"3037","Prius 3 Hybrid Hatchback",9700,"Toyota",2013,1
"3038","Prius 4",15883.3333333333,"Toyota",2015,3
"3039","Prius 4 Touring",20133.3333333333,"Toyota",2016,3
"3040","Prius 5",12950,"Toyota",2012,4
"3041","Prius 5dr Hb",4990,"Toyota",2008,1
"3042","Prius 5dr Hb (Natl)",6290,"Toyota",2008,1
"3043","Prius 5dr Hb 3",13485,"Toyota",2014,1
"3044","Prius 5dr Hb Five (Natl)",11810,"Toyota",2012,2
"3045","Prius 5dr Hb Iii",167,"Toyota",2011,1
"3046","Prius 5dr Hb Three (Natl)",7080,"Toyota",2012,5
"3047","Prius 5dr Hb Two",142,"Toyota",2012,1
"3048","Prius Base",7999,"Toyota",2008,2
"3049","Prius Base 4dr Hatchback",6490,"Toyota",2007,2
"3050","Prius C",10433.6315789474,"Toyota",2015,95
"3051","Prius C -Two",9400,"Toyota",2012,1
"3052","Prius C 3",6900,"Toyota",2013,2
"3053","Prius C Base",7972,"Toyota",2014,2
"3054","Prius C Four",9057,"Toyota",2015,7
"3055","Prius C Four Hatchback 4d",11990,"Toyota",2012,1
"3056","Prius C Hybrid",7120,"Toyota",2013,2
"3057","Prius C Ii",10500,"Toyota",2015,1
"3058","Prius C Le Hatchback 4d",18990,"Toyota",2019,1
"3059","Prius C One Hatchback 4d",13590,"Toyota",2012,2
"3060","Prius C Three",10500,"Toyota",2012,1
"3061","Prius C Two",10066.25,"Toyota",2014,4
"3062","Prius C Two 4dr Hatchback",11708.75,"Toyota",2013,4
"3063","Prius C Two Automatic",11982,"Toyota",2014,1
"3064","Prius C Two Hatchback 4d",14190,"Toyota",2018,4
"3065","Prius C Two Hybrid",12550,"Toyota",2014,2
"3066","Prius Five",9497.6,"Toyota",2015,5
